瘤痢,斥档,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公
救悼,1992,1992-10-12,-6老,1992-10-23,-5老, , ,1992-10-27, ,1992-11-10, ,1992-10-11,-8老,1992-10-23,-6老, , ,1992-10-28, ,1992-11-16, 
救悼,1993,1993-10-20,2老,1993-10-25,-3老, , ,1993-10-31, ,1993-11-10, ,1993-10-20,1老,1993-10-31,2老, , ,1993-11-05, ,1993-11-24, 
救悼,1994,1994-10-09,-9老,1994-10-23,-5老, , ,1994-11-02, ,1994-11-21, ,1994-10-09,-10老,1994-10-26,-3老, , ,1994-11-06, ,1994-11-25, 
救悼,1995,1995-10-14,-4老,1995-10-26,-2老, , , , , , ,1995-10-13,-6老,1995-10-27,-2老, , , , , , 
救悼,1996,1996-10-18,0老,1996-10-27,-1老, , , , , , ,1996-10-16,-3老,1996-10-27,-2老, , , , , , 
救悼,1997,1997-10-16,-2老,1997-10-25,-3老, , , , , , ,1997-10-16,-3老,1997-10-22,-7老, , , , , , 
救悼,1998,1998-10-24,6老,1998-10-31,3老, , , , , , ,1998-10-24,5老,1998-10-29,0老, , , , , , 
救悼,1999,1999-10-24,6老,1999-11-02,5老, , , , , , ,1999-10-24,5老,1999-11-02,4老, , , , , , 
救悼,2000,2000-10-18,0老,2000-10-30,2老, , , , , , ,2000-10-18,-1老,2000-10-30,1老, , , , , , 
救悼,2001,2001-10-16,-2老,2001-10-30,2老, , , , , , ,2001-10-17,-2老,2001-10-31,2老, , , , , , 
救悼,2002,2002-10-15,-3老,2002-10-27,-1老, , , , , , ,2002-10-16,-3老,2002-10-28,-1老, , , , , , 
救悼,2003,2003-10-19,1老,2003-10-23,-5老, , , , , , ,2003-10-21,2老,2003-10-25,-4老, , , , , , 
救悼,2004,2004-10-12,-6老,2004-10-22,-6老, , , , , , ,2004-10-15,-4老,2004-10-25,-4老, , , , , , 
救悼,2005,2005-10-21,3老,2005-10-29,1老, , , , , , ,2005-10-20,1老,2005-10-28,-1老, , , , , , 
救悼,2006,2006-10-16,-2老,2006-10-28,0老, , , , , , ,2006-10-19,0老,2006-11-02,4老, , , , , , 
救悼,2007,2007-10-25,7老,2007-10-30,2老, , , , , , ,2007-10-24,5老,2007-11-01,3老, , , , , , 
救悼,2008,2008-10-19,1老,2008-11-05,8老, , , , , , ,2008-10-25,6老,2008-11-05,7老, , , , , , 
救悼,2009,2009-10-18,0老,2009-10-29,1老, , , , , , ,2009-10-24,5老,2009-11-01,3老, , , , , , 
救悼,2010,2010-10-23,5老,2010-11-01,4老, , , , , , ,2010-10-23,4老,2010-11-01,3老, , , , , , 
救悼,2011,2011-10-18,0老,2011-10-28,0老, , , , , , ,2011-10-18,-1老,2011-10-28,-1老, , , , , , 
救悼,2012,2012-10-15,-3老,2012-10-28,0老, , , , , , ,2012-10-15,-4老,2012-10-28,-1老, , , , , , 
救悼,2013,2013-10-17,-1老,2013-11-01,4老, , , , , , ,2013-10-17,-2老,2013-11-01,3老, , , , , , 
救悼,2014,2014-10-16,-2老,2014-10-27,-1老, , , , , , ,2014-10-16,-3老,2014-10-27,-2老, , , , , , 
救悼,2015,2015-10-21,3老,2015-10-29,1老, , , , , , ,2015-10-21,2老,2015-10-29,0老, , , , , , 
救悼,2016,2016-10-24,6老,2016-10-31,3老, , , , , , ,2016-10-24,5老,2016-10-30,1老, , , , , , 
救悼,2017,2017-10-24,6老,2017-10-30,2老, , , , , , ,2017-10-24,5老,2017-10-30,1老, , , , , , 
救悼,2018,2018-10-23,5老,2018-10-29,1老, , , , , , ,2018-10-23,4老,2018-10-29,0老, , , , , , 
救悼,2019,2019-10-17,-1老,2019-10-24,-4老, , , , , , ,2019-10-17,-2老,2019-10-24,-5老, , , , , , 
救悼,2020,2020-10-14,-4老,2020-10-28,0老, , , , , , ,2020-10-14,-5老,2020-10-28,-1老, , , , , , 
救悼,2021,2021-10-27,9老,2021-11-02,5老, , , , , , ,2021-10-27,8老,2021-11-02,4老, , , , , , 
救悼,2022,2022-10-21,3老,2022-10-27,-1老, , , , , , ,2022-10-21,2老,2022-10-27,-2老, , , , , , 
救悼,2023,2023-10-15,-3老,2023-10-23,-5老, , , , , , ,2023-10-15,-4老,2023-10-23,-6老, , , , , , 
康傣,1989,1989-10-18,-8老,1989-10-23,-12老, , ,1989-10-29, ,1989-11-18, ,1989-10-16,-8老,1989-10-21,-14老, , ,1989-10-27, ,1989-11-05, 
康傣,1990,1990-10-22,-4老,1990-10-26,-9老, , ,1990-10-31, ,1990-11-26, ,1990-10-13,-11老,1990-10-18,-17老, , ,1990-10-27, ,1990-11-12, 
康傣,1991,1991-10-23,-3老,1991-10-28,-7老, , ,1991-11-02, ,1991-11-21, ,1991-10-16,-8老,1991-10-20,-15老, , ,1991-10-26, ,1991-11-06, 
康傣,1992,1992-10-21,-5老,1992-10-27,-8老, , ,1992-11-02, ,1992-11-18, ,1992-10-17,-7老,1992-10-23,-12老, , ,1992-10-28, ,1992-11-09, 
康傣,1993,1993-10-19,-7老,1993-10-24,-11老, , ,1993-10-30, ,1993-11-14, ,1993-10-15,-9老,1993-10-20,-15老, , ,1993-10-25, ,1993-11-06, 
康傣,1994,1994-10-23,-3老,1994-10-27,-8老, , ,1994-11-04, ,1994-11-20, ,1994-10-18,-6老,1994-10-23,-12老, , ,1994-10-30, ,1994-11-04, 
康傣,1995,1995-10-21,-5老,搬螟,—, , ,1995-11-10, , , ,1995-10-20,-4老,搬螟,—, , ,1995-11-08, , , 
康傣,1996,1996-10-14,-12老,1996-10-29,-6老, , , , , , ,1996-10-10,-14老,1996-10-29,-6老, , , , , , 
康傣,1997,1997-10-15,-11老,1997-10-26,-9老, , , , , , ,1997-10-12,-12老,1997-10-25,-10老, , , , , , 
康傣,1998,1998-10-26,0老,1998-11-10,6老, , , , , , ,1998-10-26,2老,1998-11-13,9老, , , , , , 
康傣,1999,1999-11-06,11老,1999-11-19,15老, , , , , , ,1999-11-06,13老,1999-11-23,19老, , , , , , 
康傣,2000,2000-11-04,9老,2000-11-15,11老, , , , , , ,2000-11-03,10老,2000-11-17,13老, , , , , , 
康傣,2001,2001-11-03,8老,2001-11-14,10老, , , , , , ,2001-11-03,10老,2001-11-14,10老, , , , , , 
康傣,2002,2002-11-03,8老,2002-11-12,8老, , , , , , ,2002-10-31,7老,2002-11-10,6老, , , , , , 
康傣,2003,2003-10-27,1老,2003-11-06,2老, , , , , , ,2003-10-25,1老,2003-11-05,1老, , , , , , 
康傣,2004,2004-10-26,0老,2004-11-01,-3老, , , , , , ,2004-10-28,4老,2004-11-04,0老, , , , , , 
康傣,2005,2005-10-28,2老,2005-11-03,-1老, , , , , , ,2005-10-30,6老,2005-11-05,1老, , , , , , 
康傣,2006,2006-10-23,-3老,2006-11-02,-2老, , , , , , ,2006-10-28,4老,2006-11-05,1老, , , , , , 
康傣,2007,2007-10-24,-2老,2007-11-05,1老, , , , , , ,2007-10-22,-2老,2007-11-02,-2老, , , , , , 
康傣,2008,2008-10-23,-3老, , , , , , , , ,2008-10-23,-1老, , , , , , , , 
康林,1989,1989-10-22,-1老,1989-10-27,-2老, , ,1989-10-31, ,1989-11-02, ,1989-10-20,-3老,1989-10-25,-6老, , ,1989-10-30, ,1989-11-02, 
康林,1990,1990-10-22,-1老,1990-10-27,-2老, , ,1990-10-31, ,1990-11-02, ,1990-10-21,-2老,1990-10-25,-6老, , ,1990-11-01, ,1990-11-06, 
康林,1991,1991-10-23,0老,1991-10-28,-1老, , , , , , ,1991-10-20,-3老,1991-10-24,-7老, , , , , , 
康林,1992,1992-10-21,-2老,1992-10-25,-4老, , , , , , ,1992-10-20,-3老,1992-10-25,-6老, , , , , , 
康林,1993,1993-10-18,-5老,1993-10-23,-6老, , , , , , ,1993-10-16,-7老,1993-10-20,-11老, , , , , , 
康林,1994,1994-10-15,-8老,1994-10-21,-8老, , , , , , ,1994-10-13,-10老,1994-10-19,-12老, , , , , , 
康林,1995,1995-10-18,-5老,1995-10-23,-6老, , , , , , ,1995-10-22,-1老,1995-10-26,-5老, , , , , , 
康林,1996,1996-10-22,-1老,1996-10-26,-3老, , , , , , ,1996-10-27,4老,1996-10-31,0老, , , , , , 
康林,1997,1997-10-16,-7老,1997-10-21,-8老, , , , , , ,1997-10-21,-2老,1997-10-27,-4老, , , , , , 
康林,1998,1998-10-31,8老,1998-11-06,8老, , , , , , ,1998-10-31,8老,1998-11-12,12老, , , , , , 
康林,1999,1999-10-27,4老,1999-11-05,7老, , , , , , ,1999-10-28,5老,1999-11-08,8老, , , , , , 
康林,2000,2000-10-24,1老,2000-10-30,1老, , , , , , ,2000-10-26,3老,2000-10-31,0老, , , , , , 
康林,2001,2001-10-25,2老,2001-10-31,2老, , , , , , ,2001-10-27,4老,2001-11-01,1老, , , , , , 
康林,2002,2002-10-23,0老,2002-10-26,-3老, , , , , , ,2002-10-25,2老,2002-10-28,-3老, , , , , , 
康林,2003,2003-10-24,1老,2003-10-27,-2老, , , , , , ,2003-10-26,3老,2003-10-30,-1老, , , , , , 
康林,2004,2004-10-20,-3老,2004-10-30,1老, , , , , , ,2004-10-21,-2老,2004-10-31,0老, , , , , , 
康林,2005,2005-10-21,-2老,2005-11-01,3老, , , , , , ,2005-10-20,-3老,2005-11-04,4老, , , , , , 
康林,2006,2006-10-28,5老,2006-11-06,8老, , , , , , ,2006-10-25,2老,2006-11-12,12老, , , , , , 
康林,2007,2007-11-01,9老,2007-11-09,11老, , , , , , ,2007-10-30,7老,2007-11-11,11老, , , , , , 
康林,2014, , , , , , , , , , ,2014-10-14,-9老,2014-10-24,-7老, , , , , , 
康玫,1989,搬螟,—,1989-10-12,-18老, , ,1989-10-26, ,搬螟,—,搬螟,—,1989-10-10,-20老, , ,1989-10-27, ,搬螟,—
康玫,1990,1990-10-28,8老,1990-11-04,5老, , ,1990-11-06, ,1990-11-19, ,1990-10-26,6老,1990-11-05,6老, , ,1990-11-07, ,1990-11-19, 
康玫,1991,1991-10-28,8老,1991-11-16,17老, , , , , , ,1991-10-26,6老,1991-11-07,8老, , , , , , 
康玫,1992,1992-10-20,0老,1992-10-26,-4老, , , , , , ,1992-10-22,2老,1992-10-26,-4老, , , , , , 
康玫,1993,1993-10-12,-8老,1993-10-16,-14老, , , , , , ,1993-10-11,-9老,1993-10-14,-16老, , , , , , 
康玫,1994,1994-10-07,-13老,1994-10-14,-16老, , , , , , ,1994-10-05,-15老,1994-10-15,-15老, , , , , , 
康玫,1995,1995-10-09,-11老,1995-10-27,-3老, , , , , , ,1995-10-07,-13老,1995-10-22,-8老, , , , , , 
康玫,1996,1996-10-13,-7老,1996-10-29,-1老, , , , , , ,1996-10-09,-11老,1996-10-22,-8老, , , , , , 
康玫,1997,1997-10-07,-13老,1997-10-25,-5老, , , , , , ,1997-09-29,-21老,1997-10-23,-7老, , , , , , 
康玫,1998,1998-10-16,-4老,1998-10-31,1老, , , , , , ,1998-10-10,-10老,1998-10-31,1老, , , , , , 
康玫,1999,1999-10-26,6老,1999-11-06,7老, , , , , , ,1999-10-28,8老,1999-11-07,8老, , , , , , 
康玫,2000,2000-10-23,3老,2000-11-02,3老, , , , , , ,2000-10-25,5老,2000-11-04,5老, , , , , , 
康玫,2001,2001-10-25,5老,2001-11-06,7老, , , , , , ,2001-10-28,8老,2001-11-12,13老, , , , , , 
康玫,2002,2002-10-23,3老,2002-10-30,0老, , , , , , ,2002-10-22,2老,2002-10-30,0老, , , , , , 
康玫,2003,2003-10-24,4老,2003-10-28,-2老, , , , , , ,2003-10-25,5老,2003-10-30,0老, , , , , , 
康玫,2004,2004-10-25,5老,2004-10-31,1老, , , , , , ,2004-10-28,8老,2004-11-02,3老, , , , , , 
康玫,2005,2005-10-20,0老,2005-10-26,-4老, , , , , , ,2005-10-24,4老,2005-10-29,-1老, , , , , , 
康玫,2006,2006-10-30,10老,2006-11-06,7老, , , , , , ,2006-11-02,13老,2006-11-07,8老, , , , , , 
康玫,2007,2007-10-29,9老,2007-11-06,7老, , , , , , ,2007-11-01,12老,2007-11-12,13老, , , , , , 
匡釜档,1991,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
匡釜档,1993,1993-10-25,2老,1993-10-30,-5老, , , , , , ,1993-10-07,-12老,1993-10-16,-18老, , , , , , 
匡釜档,1994,1994-10-18,-5老,1994-10-27,-8老, , , , , , ,1994-10-22,3老,1994-10-29,-5老, , , , , , 
匡釜档,1995,1995-10-03,-20老, , , , , , , , ,1995-10-02,-17老, , , , , , , , 
匡釜档,1996,1996-10-21,-2老,1996-11-02,-2老, , , , , , ,1996-10-08,-11老,1996-11-06,3老, , , , , , 
匡釜档,1997,1997-10-19,-4老,1997-11-07,3老, , , , , , ,1997-10-10,-9老,1997-11-07,4老, , , , , , 
匡釜档,1998,1998-11-04,12老,1998-11-25,21老, , , , , , ,1998-10-29,10老,1998-11-25,22老, , , , , , 
匡釜档,1999,1999-11-01,9老,1999-11-20,16老, , , , , , ,1999-11-01,13老,1999-11-20,17老, , , , , , 
匡釜档,2000,2000-10-31,8老,2000-11-04,0老, , , , , , ,2000-10-23,4老,2000-11-05,2老, , , , , , 
匡釜档,2001,2001-10-22,-1老,2001-10-29,-6老, , , , , , ,2001-10-21,2老,2001-10-28,-6老, , , , , , 
匡釜档,2002,2002-10-21,-2老,2002-10-30,-5老, , , , , , ,2002-10-18,-1老,2002-10-28,-6老, , , , , , 
匡釜档,2003,2003-10-15,-8老,2003-10-25,-10老, , ,2003-11-04, , , ,2003-10-10,-9老,2003-10-21,-13老, , ,2003-10-31, , , 
匡釜档,2004,2004-10-20,-3老,2004-10-30,-5老, , , , , , ,2004-10-25,6老,2004-11-02,-1老, , , , , , 
匡釜档,2005,2005-10-22,-1老,2005-10-31,-4老, , , , , , ,2005-10-26,7老,2005-11-03,0老, , , , , , 
匡釜档,2006,2006-10-19,-4老,2006-10-27,-8老, , , , , , ,2006-10-22,3老,2006-10-31,-3老, , , , , , 
匡釜档,2007,2007-10-21,-2老,2007-11-03,-1老, , , , , , ,2007-10-21,2老,2007-11-02,-1老, , , , , , 
匡釜档,2008,2008-10-26,3老,2008-11-08,4老, , , , , , ,2008-10-25,6老,2008-11-09,6老, , , , , , 
匡釜档,2009,2009-10-19,-4老,2009-10-31,-4老, , , , , , ,2009-10-17,-2老,2009-10-31,-3老, , , , , , 
匡釜档,2010,2010-10-30,7老,2010-11-05,1老, , , , , , ,2010-10-30,11老,2010-11-05,2老, , , , , , 
匡釜档,2011,2011-10-31,8老,2011-11-11,7老, , , , , , ,2011-10-31,12老,2011-11-14,11老, , , , , , 
匡釜档,2012,2012-10-27,4老,2012-11-09,5老, , , , , , ,2012-10-19,0老,2012-11-05,2老, , , , , , 
匡釜档,2013,2013-10-25,2老,2013-11-06,2老, , , , , , ,2013-10-17,-2老,2013-11-05,2老, , , , , , 
匡釜档,2014,2014-10-12,-11老,2014-10-31,-4老, , , , , , ,2014-10-12,-7老,2014-10-31,-3老, , , , , , 
匡釜档,2015,2015-10-31,8老,2015-11-12,8老, , , , , , ,2015-10-15,-4老,2015-11-04,1老, , , , , , 
匡釜档,2016,2016-10-29,6老,2016-11-07,3老, , , , , , ,2016-10-19,0老,2016-11-02,-1老, , , , , , 
匡釜档,2017,2017-10-31,8老,2017-11-06,2老, , , , , , ,2017-10-23,4老,2017-11-05,2老, , , , , , 
匡釜档,2018,2018-10-10,-13老,2018-10-29,-6老, , , , , , ,2018-10-02,-17老,2018-10-27,-7老, , , , , , 
匡釜档,2019,2019-10-17,-6老,2019-11-01,-3老, , , , , , ,2019-10-09,-10老,2019-10-28,-6老, , , , , , 
匡釜档,2020,2020-10-23,0老,2020-11-04,0老, , , , , , ,2020-10-13,-6老,2020-11-01,-2老, , , , , , 
匡釜档,2021,2021-10-22,-1老,2021-11-05,1老, , , , , , ,2021-10-19,0老,2021-10-28,-6老, , , , , , 
匡釜档,2022,2022-10-29,6老,2022-11-11,7老, , , , , , ,2022-10-17,-2老,2022-10-25,-9老, , , , , , 
匡釜档,2023,2023-10-25,2老,2023-11-09,5老, , , , , , ,2023-10-16,-3老,2023-10-23,-11老, , , , , , 
匡柳,1989,1989-10-06,-15老,1989-10-29,-4老, , ,1989-11-09, ,1989-11-27, ,1989-10-03,-18老,1989-10-26,-7老, , ,1989-11-06, ,1989-11-21, 
匡柳,1990,1990-10-21,0老,1990-11-07,5老, , ,1990-11-17, ,1990-11-26, ,1990-10-25,4老,1990-11-09,7老, , ,1990-11-16, ,1990-11-23, 
匡柳,1991,1991-10-24,3老,1991-11-03,1老, , ,1991-11-16, ,1991-11-30, ,1991-10-18,-3老,1991-10-27,-6老, , ,1991-11-11, ,1991-11-26, 
匡柳,1992,1992-10-18,-3老,1992-10-26,-7老, , ,1992-11-16, ,1992-11-29, ,1992-10-18,-3老,1992-10-29,-4老, , ,1992-11-14, ,1992-11-26, 
匡柳,1993,1993-10-21,0老,1993-10-30,-3老, , ,1993-11-23, ,1993-12-05, ,1993-10-21,0老,1993-10-30,-3老, , ,1993-11-21, ,1993-12-05, 
匡柳,1994,1994-10-19,-2老,1994-10-27,-6老, , ,1994-11-22, ,1994-12-12, ,1994-10-18,-3老,1994-10-25,-8老, , ,1994-11-23, ,1994-12-11, 
匡柳,1995,1995-10-13,-8老, , , , ,1995-11-11, , , ,1995-10-11,-10老, , , , ,1995-11-08, , , 
匡柳,1996,1996-10-14,-7老,1996-10-28,-5老, , , , , , ,1996-10-09,-12老,1996-10-28,-5老, , , , , , 
匡柳,1997,1997-10-05,-16老,1997-10-20,-13老, , , , , , ,1997-10-03,-18老,1997-10-24,-9老, , , , , , 
匡柳,1998,1998-10-25,4老,1998-11-08,6老, , , , , , ,1998-10-27,6老,1998-11-10,8老, , , , , , 
匡柳,1999,1999-10-31,10老,1999-11-09,7老, , , , , , ,1999-11-01,11老,1999-11-09,7老, , , , , , 
匡柳,2000,2000-10-22,1老,2000-11-03,1老, , , , , , ,2000-10-23,2老,2000-11-03,1老, , , , , , 
匡柳,2001,2001-10-24,3老,2001-11-08,6老, , , , , , ,2001-10-24,3老,2001-11-08,6老, , , , , , 
匡柳,2002,2002-10-28,7老,2002-11-08,6老, , , , , , ,2002-10-25,4老,2002-11-08,6老, , , , , , 
匡柳,2003,2003-10-27,6老,2003-11-07,5老, , , , , , ,2003-10-27,6老,2003-11-07,5老, , , , , , 
匡柳,2004,2004-10-25,4老,2004-11-05,3老, , , , , , ,2004-10-25,4老,2004-11-05,3老, , , , , , 
匡柳,2005,2005-10-29,8老,2005-11-04,2老, , , , , , ,2005-10-22,1老,2005-11-07,5老, , , , , , 
匡柳,2006,2006-10-28,7老,2006-11-04,2老, , , , , , ,2006-10-28,7老,2006-11-04,2老, , , , , , 
匡柳,2007,2007-10-21,0老,2007-11-02,0老, , , , , , ,2007-10-21,0老,2007-11-02,0老, , , , , , 
匡柳,2008,2008-10-26,5老,2008-11-05,3老, , , , , , ,2008-10-30,9老,2008-11-07,5老, , , , , , 
匡柳,2009,2009-10-21,0老,2009-10-29,-4老, , , , , , ,2009-10-21,0老,2009-10-29,-4老, , , , , , 
匡柳,2010,2010-10-10,-11老,2010-10-23,-10老, , , , , , ,2010-10-14,-7老,2010-10-26,-7老, , , , , , 
匡柳,2011,2011-10-11,-10老,2011-10-24,-9老, , , , , , ,2011-10-13,-8老,2011-10-26,-7老, , , , , , 
匡柳,2012,2012-10-21,0老,2012-11-03,1老, , , , , , ,2012-10-21,0老,2012-11-03,1老, , , , , , 
匡柳,2013,2013-10-20,-1老,2013-11-05,3老, , , , , , ,2013-10-20,-1老,2013-11-05,3老, , , , , , 
匡柳,2014,2014-10-16,-5老,2014-11-01,-1老, , , , , , ,2014-10-19,-2老,2014-11-04,2老, , , , , , 
狼己,1972,搬螟,—,1972-11-17,21老, , ,1972-11-23, ,搬螟,—,搬螟,—,1972-10-10,-19老, , ,1972-10-28, ,搬螟,—
狼己,1973,搬螟,—,1973-10-22,-5老, , ,1973-11-16, ,搬螟,—,搬螟,—,1973-10-16,-13老, , ,1973-11-01, ,搬螟,—
狼己,1974,搬螟,—,1974-10-30,3老, , ,1974-11-07, ,搬螟,—,搬螟,—,1974-10-25,-4老, , ,1974-11-06, ,搬螟,—
狼己,1975,搬螟,—,1975-11-10,14老, , ,搬螟,—,搬螟,—,搬螟,—,1975-10-22,-7老, , ,搬螟,—,搬螟,—
狼己,1976,搬螟,—,1976-11-17,21老, , ,搬螟,—,搬螟,—,搬螟,—,1976-11-05,7老, , ,1976-11-05, ,搬螟,—
狼己,1977,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,1977-10-20,-9老, , ,搬螟,—,搬螟,—
狼己,1978,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1979,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1980,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1981,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1982,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1983,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1984,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1985,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1986,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1987,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1988,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
狼己,1989,1989-10-15,-4老,1989-10-21,-6老, , ,1989-10-26, ,1989-10-31, ,1989-10-15,-7老,1989-10-21,-8老, , ,1989-10-31, ,1989-11-09, 
狼己,1990,1990-10-15,-4老,1990-10-26,-1老, , ,1990-10-27, ,1990-11-09, ,1990-10-13,-9老,1990-10-28,-1老, , ,1990-10-29, ,1990-11-12, 
狼己,1991,1991-10-18,-1老,1991-10-21,-6老, , , , , , ,1991-10-11,-11老,1991-10-22,-7老, , , , , , 
狼己,1992,1992-10-15,-4老,1992-10-25,-2老, , , , , , ,1992-10-18,-4老,1992-10-27,-2老, , , , , , 
狼己,1993,1993-10-08,-11老,1993-10-24,-3老, , , , , , ,1993-10-18,-4老,1993-10-28,-1老, , , , , , 
狼己,1994,1994-10-07,-12老,1994-10-24,-3老, , , , , , ,1994-10-10,-12老,1994-10-26,-3老, , , , , , 
狼己,1995,1995-10-11,-8老,1995-10-26,-1老, , , , , , ,1995-10-13,-9老,1995-10-28,-1老, , , , , , 
狼己,1996,1996-10-18,-1老,1996-10-28,1老, , , , , , ,1996-10-22,0老,1996-10-29,0老, , , , , , 
狼己,1997,1997-10-15,-4老,1997-10-24,-3老, , , , , , ,1997-10-18,-4老,1997-10-25,-4老, , , , , , 
狼己,1998,1998-10-25,6老,1998-11-03,7老, , , , , , ,1998-10-27,5老,1998-11-05,7老, , , , , , 
狼己,1999,1999-10-22,3老,1999-10-28,1老, , , , , , ,1999-10-24,2老,1999-10-30,1老, , , , , , 
狼己,2000,2000-10-22,3老,2000-10-27,0老, , , , , , ,2000-10-23,1老,2000-10-29,0老, , , , , , 
狼己,2001,2001-10-20,1老,2001-10-29,2老, , ,2001-11-01, ,2001-11-05, ,2001-10-23,1老,2001-11-02,4老, , ,2001-11-03, ,2001-11-08, 
狼己,2002,2002-10-18,-1老,2002-10-21,-6老, , ,2002-10-27, ,2002-10-31, ,2002-10-21,-1老,2002-10-24,-5老, , , , , , 
狼己,2003,2003-10-22,3老,2003-10-24,-3老, , , , ,2003-10-30, ,2003-10-24,2老,2003-10-27,-2老, , , , , , 
狼己,2004,2004-10-20,1老,2004-10-23,-4老, , , , , , ,2004-10-22,0老,2004-10-25,-4老, , , , , , 
狼己,2005,2005-10-25,6老,2005-10-28,1老, , , , , , ,2005-10-27,5老,2005-10-31,2老, , , , , , 
狼己,2006,2006-10-27,8老,2006-11-02,6老, , , , , , ,2006-10-30,8老,2006-11-06,8老, , , , , , 
狼己,2007,2007-10-27,8老, , , , , , , , ,2007-10-28,6老, , , , , , , , 
器亲,1989,1989-10-26,1老,1989-11-03,-3老, , ,1989-11-14, ,搬螟,—,1989-10-20,-2老,1989-10-28,-8老, , ,1989-11-10, ,搬螟,—
器亲,1990,1990-11-05,11老,1990-11-18,12老, , ,1990-11-26, ,1990-12-03, ,1990-10-08,-14老,1990-11-06,1老, , ,1990-11-19, ,1990-12-02, 
器亲,1991,1991-10-27,2老,1991-11-06,0老, , , , , , ,1991-10-17,-5老,1991-11-10,5老, , , , , , 
器亲,1992,1992-10-23,-2老,1992-10-31,-6老, , , , , , ,1992-10-16,-6老,1992-11-01,-4老, , , , , , 
器亲,1993,1993-10-20,-5老,1993-10-29,-8老, , , , , , ,1993-10-14,-8老,1993-10-30,-6老, , , , , , 
器亲,1994,1994-10-15,-10老,1994-10-29,-8老, , , , , , ,1994-10-10,-12老,1994-10-28,-8老, , , , , , 
器亲,1995,1995-10-17,-8老,1995-11-08,2老, , , , , , ,1995-10-07,-15老,1995-11-03,-2老, , , , , , 
器亲,1996,1996-10-23,-2老,1996-11-06,0老, , , , , , ,1996-10-16,-6老,1996-10-31,-5老, , , , , , 
器亲,1997,1997-10-25,0老,1997-11-07,1老, , , , , , ,1997-10-17,-5老,1997-11-02,-3老, , , , , , 
器亲,1998,1998-11-02,8老,1998-11-17,11老, , , , , , ,1998-10-28,6老,1998-11-13,8老, , , , , , 
器亲,1999,1999-11-07,13老,1999-11-18,12老, , , , , , ,1999-11-04,13老,1999-11-15,10老, , , , , , 
器亲,2000,2000-10-25,0老,2000-11-06,0老, , , , , , ,2000-10-23,1老,2000-11-05,0老, , , , , , 
器亲,2001,2001-10-24,-1老,2001-11-04,-2老, , , , , , ,2001-10-22,0老,2001-11-04,-1老, , , , , , 
器亲,2002,2002-10-26,1老,2002-11-08,2老, , , , , , ,2002-10-26,4老,2002-11-08,3老, , , , , , 
器亲,2003,2003-10-24,-1老,2003-11-06,0老, , , , , , ,2003-10-24,2老,2003-11-06,1老, , , , , , 
器亲,2004,2004-10-23,-2老,2004-11-05,-1老, , , , , , ,2004-10-23,1老,2004-11-05,0老, , , , , , 
器亲,2005,2005-10-24,-1老,2005-11-02,-4老, , , , , , ,2005-10-25,3老,2005-11-04,-1老, , , , , , 
器亲,2006,2006-10-25,0老,2006-10-31,-6老, , , , , , ,2006-10-25,3老,2006-10-31,-5老, , , , , , 
器亲,2007,2007-10-22,-3老,2007-10-29,-8老, , , , , , ,2007-10-22,0老,2007-10-29,-7老, , , , , , 
器亲,2008,2008-10-26,1老,2008-11-04,-2老, , , , , , ,2008-10-26,4老,2008-11-04,-1老, , , , , , 
器亲,2009,2009-10-22,-3老,2009-10-31,-6老, , , , , , ,2009-10-22,0老,2009-10-31,-5老, , , , , , 
